PANTONENAME,UNIQUECODE,R,G,B
PANTONE 6160 C,12118,13,94,65
PANTONE 6161 C,12119,19,75,56
PANTONE 6162 C,12120,58,172,124
PANTONE 6163 C,12121,0,163,108
PANTONE 6164 C,12122,0,160,104
PANTONE 6165 C,12123,0,149,86
PANTONE 6166 C,12124,0,140,74
PANTONE 6167 C,12125,0,118,59
PANTONE 6168 C,12126,2,120,67
PANTONE 6169 C,12127,113,187,127
PANTONE 617 C,12128,193,183,98
PANTONE 6170 C,12129,102,176,117
PANTONE 6171 C,12130,89,166,99
PANTONE 6172 C,12131,79,149,90
PANTONE 6173 C,12132,43,136,66
PANTONE 6174 C,12133,40,127,63
PANTONE 6175 C,12134,49,114,63
PANTONE 6176 C,12135,154,194,167
PANTONE 6177 C,12136,132,176,145
PANTONE 6178 C,12137,111,165,124
PANTONE 6179 C,12138,90,150,106
PANTONE 618 C,12139,171,159,63
PANTONE 6180 C,12140,72,137,91
PANTONE 6181 C,12141,63,130,81
PANTONE 6182 C,12142,51,117,67
PANTONE 6183 C,12143,120,136,116
PANTONE 6184 C,12144,110,129,106
PANTONE 6185 C,12145,98,117,91
PANTONE 6186 C,12146,84,102,76
PANTONE 6187 C,12147,78,94,69
PANTONE 6188 C,12148,67,82,58
PANTONE 6189 C,12149,45,61,49
PANTONE 619 C,12150,159,145,45
PANTONE 6190 C,12151,227,237,189
PANTONE 6191 C,12152,227,234,169
PANTONE 6192 C,12153,209,226,123
PANTONE 6193 C,12154,198,216,67
PANTONE 6194 C,12155,180,203,15
PANTONE 6195 C,12156,151,179,8
PANTONE 6196 C,12157,148,177,9
PANTONE 6197 C,12158,215,219,214
PANTONE 6198 C,12159,198,203,193
PANTONE 6199 C,12160,185,189,172
PANTONE 620 C,12161,138,124,28
PANTONE 6200 C,12162,180,184,163
PANTONE 6201 C,12163,159,163,137
PANTONE 6202 C,12164,147,153,123
PANTONE 6203 C,12165,142,144,112
PANTONE 6204 C,12166,166,163,147
PANTONE 6205 C,12167,150,145,122
PANTONE 6206 C,12168,142,137,112
PANTONE 6207 C,12169,135,129,105
PANTONE 6208 C,12170,119,111,84
PANTONE 6209 C,12171,105,99,73
PANTONE 621 C,12172,206,225,216
PANTONE 6210 C,12173,94,90,62
PANTONE 6211 C,12174,138,149,156
PANTONE 6212 C,12175,123,133,140
PANTONE 6213 C,12176,113,120,126
PANTONE 6214 C,12177,106,113,116
PANTONE 6215 C,12178,94,103,106
PANTONE 6216 C,12179,80,83,84
PANTONE 6217 C,12180,70,74,71
PANTONE 6218 C,12181,148,159,174
PANTONE 6219 C,12182,128,145,158
PANTONE 622 C,12183,181,204,196
PANTONE 6220 C,12184,118,131,143
PANTONE 6221 C,12185,106,121,132
PANTONE 6222 C,12186,96,111,122
PANTONE 6223 C,12187,78,94,106
PANTONE 6224 C,12188,68,85,95
PANTONE 623 C,12189,154,186,175
PANTONE 624 C,12190,118,159,144
PANTONE 625 C,12191,79,129,115
PANTONE 626 C,12192,37,92,77
PANTONE 627 C,12193,18,49,45
PANTONE 628 C,12194,184,222,230
PANTONE 629 C,12195,154,211,223
PANTONE 630 C,12196,119,197,213
PANTONE 631 C,12197,61,178,202
PANTONE 632 C,12198,0,148,179
PANTONE 633 C,12199,0,117,151
PANTONE 634 C,12200,0,95,132
PANTONE 635 C,12201,164,219,233
PANTONE 636 C,12202,137,214,232
PANTONE 637 C,12203,74,195,224
PANTONE 638 C,12204,0,176,217
PANTONE 639 C,12205,0,149,199
PANTONE 640 C,12206,0,131,188
PANTONE 641 C,12207,0,103,161
PANTONE 642 C,12208,207,220,231
PANTONE 643 C,12209,198,215,229
PANTONE 644 C,12210,156,183,210
PANTONE 645 C,12211,124,163,199
PANTONE 646 C,12212,91,137,180
PANTONE 647 C,12213,31,97,147
PANTONE 648 C,12214,0,47,96
PANTONE 649 C,12215,216,225,233
PANTONE 650 C,12216,203,217,230
PANTONE 651 C,12217,166,187,214
PANTONE 652 C,12218,124,156,191
PANTONE 653 C,12219,47,98,150
PANTONE 654 C,12220,0,59,112
PANTONE 655 C,12221,0,38,85
PANTONE 656 C,12222,222,231,237
PANTONE 657 C,12223,197,215,235
PANTONE 658 C,12224,176,202,232
PANTONE 659 C,12225,121,164,219
PANTONE 660 C,12226,59,128,203
PANTONE 661 C,12227,0,53,150
PANTONE 662 C,12228,0,26,113
PANTONE 663 C,12229,228,225,232
PANTONE 664 C,12230,224,219,228
PANTONE 665 C,12231,198,190,210
PANTONE 666 C,12232,161,147,179
PANTONE 667 C,12233,121,105,145
PANTONE 668 C,12234,96,76,122
PANTONE 669 C,12235,61,42,86
PANTONE 670 C,12236,233,212,226
PANTONE 671 C,12237,231,189,217
PANTONE 672 C,12238,223,160,202
PANTONE 673 C,12239,215,134,185
PANTONE 674 C,12240,196,87,154
PANTONE 675 C,12241,173,39,117
PANTONE 676 C,12242,147,2,81
PANTONE 677 C,12243,228,207,218
PANTONE 678 C,12244,226,199,217
PANTONE 679 C,12245,221,190,210
PANTONE 680 C,12246,201,151,183
PANTONE 681 C,12247,173,108,149
PANTONE 682 C,12248,150,71,119
PANTONE 683 C,12249,124,41,87
PANTONE 684 C,12250,227,199,213
PANTONE 685 C,12251,221,182,203
PANTONE 686 C,12252,206,161,185
PANTONE 687 C,12253,188,134,165
PANTONE 688 C,12254,167,100,140
PANTONE 689 C,12255,136,60,104
PANTONE 690 C,12256,97,33,67
PANTONE 691 C,12257,231,206,209
PANTONE 692 C,12258,225,189,195
PANTONE 693 C,12259,213,163,172
PANTONE 694 C,12260,195,132,144
PANTONE 695 C,12261,180,107,124
PANTONE 696 C,12262,153,73,89
PANTONE 697 C,12263,136,60,71
PANTONE 698 C,12264,243,213,217
PANTONE 699 C,12265,242,194,206
PANTONE 700 C,12266,239,171,184
PANTONE 701 C,12267,229,134,154
PANTONE 702 C,12268,208,93,117
PANTONE 703 C,12269,181,59,76
PANTONE 704 C,12270,157,45,49
PANTONE 705 C,12271,244,220,225
PANTONE 706 C,12272,244,205,214
PANTONE 707 C,12273,245,180,198
PANTONE 708 C,12274,247,146,168
PANTONE 709 C,12275,239,98,124
PANTONE 710 C,12276,225,65,85
PANTONE 711 C,12277,202,45,48
PANTONE 712 C,12278,252,202,158
PANTONE 713 C,12279,253,190,137
PANTONE 714 C,12280,251,171,99
PANTONE 715 C,12281,245,140,49
PANTONE 716 C,12282,233,120,8
PANTONE 717 C,12283,213,95,6
PANTONE 718 C,12284,188,79,1
PANTONE 719 C,12285,237,199,164
PANTONE 720 C,12286,230,183,140
PANTONE 721 C,12287,221,164,111
PANTONE 722 C,12288,198,131,67
PANTONE 723 C,12289,178,105,39
PANTONE 724 C,12290,147,77,18
PANTONE 725 C,12291,126,65,26
PANTONE 726 C,12292,224,192,161
PANTONE 727 C,12293,215,181,143
PANTONE 728 C,12294,205,162,121
PANTONE 729 C,12295,178,128,80
PANTONE 730 C,12296,156,101,45
PANTONE 731 C,12297,119,66,18
PANTONE 732 C,12298,96,52,17
PANTONE 7401 C,12299,244,229,167
PANTONE 7402 C,12300,235,217,155
PANTONE 7403 C,12301,237,213,134
PANTONE 7404 C,12302,245,220,65
PANTONE 7405 C,12303,242,206,17
PANTONE 7406 C,12304,239,195,5
PANTONE 7407 C,12305,201,162,83
PANTONE 7408 C,12306,244,189,1
PANTONE 7409 C,12307,239,179,37
PANTONE 7410 C,12308,252,174,119
PANTONE 7411 C,12309,231,169,95
PANTONE 7412 C,12310,209,130,53
PANTONE 7413 C,12311,219,133,51
PANTONE 7414 C,12312,193,109,27
PANTONE 7415 C,12313,228,186,170
PANTONE 7416 C,12314,228,106,84
PANTONE 7417 C,12315,222,78,57
PANTONE 7418 C,12316,202,84,91
PANTONE 7419 C,12317,176,75,91
PANTONE 7420 C,12318,157,35,67
PANTONE 7421 C,12319,102,30,51
PANTONE 7422 C,12320,244,205,212
PANTONE 7423 C,12321,224,99,136
PANTONE 7424 C,12322,226,71,135
PANTONE 7425 C,12323,179,37,85
PANTONE 7426 C,12324,163,22,63
PANTONE 7427 C,12325,151,30,47
PANTONE 7428 C,12326,107,45,64
PANTONE 7429 C,12327,226,188,205
PANTONE 7430 C,12328,219,167,190
PANTONE 7431 C,12329,200,128,160
PANTONE 7432 C,12330,180,93,127
PANTONE 7433 C,12331,166,60,101
PANTONE 7434 C,12332,153,52,88
PANTONE 7435 C,12333,136,40,84
PANTONE 7436 C,12334,236,219,233
PANTONE 7437 C,12335,204,176,209
PANTONE 7438 C,12336,211,159,216
PANTONE 7439 C,12337,176,136,184
PANTONE 7440 C,12338,162,120,168
PANTONE 7441 C,12339,157,92,192
PANTONE 7442 C,12340,148,62,190
PANTONE 7443 C,12341,220,220,234
PANTONE 7444 C,12342,183,185,222
PANTONE 7445 C,12343,167,162,196
PANTONE 7446 C,12344,136,133,201
PANTONE 7447 C,12345,91,71,120
PANTONE 7448 C,12346,73,56,75
PANTONE 7449 C,12347,65,40,60
PANTONE 7450 C,12348,187,196,218
PANTONE 7451 C,12349,135,171,228
PANTONE 7452 C,12350,126,148,221
PANTONE 7453 C,12351,123,167,224
PANTONE 7454 C,12352,92,143,180
PANTONE 7455 C,12353,54,93,175
PANTONE 7456 C,12354,94,112,180
PANTONE 7457 C,12355,185,222,232
PANTONE 7458 C,12356,113,178,202
PANTONE 7459 C,12357,61,151,179
PANTONE 7460 C,12358,0,134,191
PANTONE 7461 C,12359,0,125,186
PANTONE 7462 C,12360,0,84,141
PANTONE 7463 C,12361,0,43,74
PANTONE 7464 C,12362,159,209,201
PANTONE 7465 C,12363,65,194,174
PANTONE 7466 C,12364,0,176,185
PANTONE 7467 C,12365,0,164,174
PANTONE 7468 C,12366,0,116,154
PANTONE 7469 C,12367,0,95,134
PANTONE 7470 C,12368,0,91,114
PANTONE 7471 C,12369,123,221,212
PANTONE 7472 C,12370,91,184,178
PANTONE 7473 C,12371,32,154,139
PANTONE 7474 C,12372,2,119,129
PANTONE 7475 C,12373,70,123,125
PANTONE 7476 C,12374,5,82,88
PANTONE 7477 C,12375,34,77,90
PANTONE 7478 C,12376,156,228,192
PANTONE 7479 C,12377,28,208,125
PANTONE 7480 C,12378,0,190,111
PANTONE 7481 C,12379,0,182,82
PANTONE 7482 C,12380,0,158,78
PANTONE 7483 C,12381,38,93,57
PANTONE 7484 C,12382,0,87,61
PANTONE 7485 C,12383,207,223,189
PANTONE 7486 C,12384,186,227,150
PANTONE 7487 C,12385,141,221,103
PANTONE 7488 C,12386,121,215,78
PANTONE 7489 C,12387,114,169,79
PANTONE 7490 C,12388,110,154,75
PANTONE 7491 C,12389,122,135,64
PANTONE 7492 C,12390,191,205,129
PANTONE 7493 C,12391,185,198,147
PANTONE 7494 C,12392,155,174,137
PANTONE 7495 C,12393,142,153,62
PANTONE 7496 C,12394,119,136,31
PANTONE 7497 C,12395,120,114,88
PANTONE 7498 C,12396,90,98,55
PANTONE 7499 C,12397,238,230,177
PANTONE 7500 C,12398,222,209,168
PANTONE 7501 C,12399,215,200,158
PANTONE 7502 C,12400,206,185,139
PANTONE 7503 C,12401,167,155,105
PANTONE 7504 C,12402,147,122,94
PANTONE 7505 C,12403,130,97,66
PANTONE 7506 C,12404,237,219,179
PANTONE 7507 C,12405,252,210,155
PANTONE 7508 C,12406,225,186,130
PANTONE 7509 C,12407,213,164,99
PANTONE 7510 C,12408,196,137,62
PANTONE 7511 C,12409,182,120,41
PANTONE 7512 C,12410,165,100,28
PANTONE 7513 C,12411,225,183,169
PANTONE 7514 C,12412,212,163,135
PANTONE 7515 C,12413,195,139,105
PANTONE 7516 C,12414,153,86,44
PANTONE 7517 C,12415,134,68,32
PANTONE 7518 C,12416,110,80,72
PANTONE 7519 C,12417,94,76,63
PANTONE 7520 C,12418,234,191,178
PANTONE 7521 C,12419,191,155,131
PANTONE 7522 C,12420,179,107,85
PANTONE 7523 C,12421,171,93,90
PANTONE 7524 C,12422,165,85,74
PANTONE 7525 C,12423,152,105,78
PANTONE 7526 C,12424,137,56,27
PANTONE 7527 C,12425,212,210,196
PANTONE 7528 C,12426,195,186,175
PANTONE 7529 C,12427,179,170,157
PANTONE 7530 C,12428,161,148,130
PANTONE 7531 C,12429,119,104,85
PANTONE 7532 C,12430,98,82,64
PANTONE 7533 C,12431,71,56,41
PANTONE 7534 C,12432,206,204,191
PANTONE 7535 C,12433,181,177,156
PANTONE 7536 C,12434,165,160,139
PANTONE 7537 C,12435,168,173,164
PANTONE 7538 C,12436,146,155,143
PANTONE 7539 C,12437,143,146,139
PANTONE 7540 C,12438,74,78,84
PANTONE 7541 C,12439,216,225,227
PANTONE 7542 C,12440,164,189,195
PANTONE 7543 C,12441,152,165,175
PANTONE 7544 C,12442,117,134,149
PANTONE 7545 C,12443,64,85,101
PANTONE 7546 C,12444,34,55,70
PANTONE 7547 C,12445,17,31,43
PANTONE 7548 C,12446,252,198,5
PANTONE 7549 C,12447,253,181,0
PANTONE 7550 C,12448,208,144,2
PANTONE 7551 C,12449,179,126,2
PANTONE 7552 C,12450,114,83,30
PANTONE 7553 C,12451,89,70,35
PANTONE 7554 C,12452,75,61,42
PANTONE 7555 C,12453,209,160,25
PANTONE 7556 C,12454,183,139,34
PANTONE 7557 C,12455,157,124,35
PANTONE 7558 C,12456,148,112,38
PANTONE 7559 C,12457,143,107,44
PANTONE 7560 C,12458,124,100,48
PANTONE 7561 C,12459,108,95,55
PANTONE 7562 C,12460,188,155,97
PANTONE 7563 C,12461,213,154,47
PANTONE 7564 C,12462,219,138,8
PANTONE 7565 C,12463,203,120,38
PANTONE 7566 C,12464,172,100,53
PANTONE 7567 C,12465,135,84,48
PANTONE 7568 C,12466,118,80,53
PANTONE 7569 C,12467,215,136,41
PANTONE 7570 C,12468,211,133,46
PANTONE 7571 C,12469,199,127,52
PANTONE 7572 C,12470,182,115,52
PANTONE 7573 C,12471,167,103,44
PANTONE 7574 C,12472,156,104,55
PANTONE 7575 C,12473,131,94,50
PANTONE 7576 C,12474,219,136,81
PANTONE 7577 C,12475,223,126,61
PANTONE 7578 C,12476,220,109,50
PANTONE 7579 C,12477,218,89,42
PANTONE 7580 C,12478,190,82,49
PANTONE 7581 C,12479,135,75,52
PANTONE 7582 C,12480,102,73,57
PANTONE 7583 C,12481,195,98,45
PANTONE 7584 C,12482,186,90,40
PANTONE 7585 C,12483,174,94,55
PANTONE 7586 C,12484,156,83,48
PANTONE 7587 C,12485,146,77,47
PANTONE 7588 C,12486,122,78,53
PANTONE 7589 C,12487,91,71,57
PANTONE 7590 C,12488,210,182,158
PANTONE 7591 C,12489,191,126,89
PANTONE 7592 C,12490,178,86,51
PANTONE 7593 C,12491,155,65,44
PANTONE 7594 C,12492,125,60,47
PANTONE 7595 C,12493,105,61,47
PANTONE 7596 C,12494,92,60,49
PANTONE 7597 C,12495,210,67,38
PANTONE 7598 C,12496,189,72,43
PANTONE 7599 C,12497,176,61,38
PANTONE 7600 C,12498,141,62,44
PANTONE 7601 C,12499,130,66,44
PANTONE 7602 C,12500,122,75,51
PANTONE 7603 C,12501,103,66,49
PANTONE 7604 C,12502,229,215,214
PANTONE 7605 C,12503,224,187,180
PANTONE 7606 C,12504,213,149,140
PANTONE 7607 C,12505,194,110,98
PANTONE 7608 C,12506,162,73,61
PANTONE 7609 C,12507,130,61,52
PANTONE 7610 C,12508,104,53,51
PANTONE 7611 C,12509,221,188,178
PANTONE 7612 C,12510,201,154,143
PANTONE 7613 C,12511,187,138,126
PANTONE 7614 C,12512,165,128,118
PANTONE 7615 C,12513,134,104,100
PANTONE 7616 C,12514,105,78,77
PANTONE 7617 C,12515,88,61,63
PANTONE 7618 C,12516,196,110,79
PANTONE 7619 C,12517,189,77,54
PANTONE 7620 C,12518,183,52,46
PANTONE 7621 C,12519,172,37,42
PANTONE 7622 C,12520,146,40,45
PANTONE 7623 C,12521,138,43,44
PANTONE 7624 C,12522,128,48,46
PANTONE 7625 C,12523,223,83,63
PANTONE 7626 C,12524,198,53,39
PANTONE 7627 C,12525,167,45,43
PANTONE 7628 C,12526,157,45,44
PANTONE 7629 C,12527,110,53,53
PANTONE 7630 C,12528,97,49,48
PANTONE 7631 C,12529,87,44,46
PANTONE 7632 C,12530,213,201,204
PANTONE 7633 C,12531,194,163,168
PANTONE 7634 C,12532,191,104,132
PANTONE 7635 C,12533,197,56,100
PANTONE 7636 C,12534,187,32,75
PANTONE 7637 C,12535,146,49,73
PANTONE 7638 C,12536,124,45,64
PANTONE 7639 C,12537,146,109,116
PANTONE 7640 C,12538,146,64,86
PANTONE 7641 C,12539,140,44,73
PANTONE 7642 C,12540,115,47,75
PANTONE 7643 C,12541,102,48,70
PANTONE 7644 C,12542,88,46,66
PANTONE 7645 C,12543,80,43,59
PANTONE 7646 C,12544,163,111,136
PANTONE 7647 C,12545,168,62,113
PANTONE 7648 C,12546,153,33,103
PANTONE 7649 C,12547,137,27,97
PANTONE 7650 C,12548,114,34,89
PANTONE 7651 C,12549,104,43,92
PANTONE 7652 C,12550,93,40,81
PANTONE 7653 C,12551,148,135,150
PANTONE 7654 C,12552,159,119,157
PANTONE 7655 C,12553,159,90,147
PANTONE 7656 C,12554,140,58,126
PANTONE 7657 C,12555,109,43,97
PANTONE 7658 C,12556,106,54,100
PANTONE 7659 C,12557,94,56,84
PANTONE 7660 C,12558,153,147,166
PANTONE 7661 C,12559,142,111,151
PANTONE 7662 C,12560,121,66,130
PANTONE 7663 C,12561,106,49,122
PANTONE 7664 C,12562,101,53,122
PANTONE 7665 C,12563,96,54,112
PANTONE 7666 C,12564,91,78,98
PANTONE 7667 C,12565,107,125,162
PANTONE 7668 C,12566,102,112,163
PANTONE 7669 C,12567,97,96,156
PANTONE 7670 C,12568,85,83,148
PANTONE 7671 C,12569,80,72,139
PANTONE 7672 C,12570,76,64,132
PANTONE 7673 C,12571,80,84,134
PANTONE 7674 C,12572,133,141,181
PANTONE 7675 C,12573,125,129,173
PANTONE 7676 C,12574,115,101,160
PANTONE 7677 C,12575,110,82,147
PANTONE 7678 C,12576,101,71,142
PANTONE 7679 C,12577,84,61,130
PANTONE 7680 C,12578,81,48,120
PANTONE 7681 C,12579,143,168,203
PANTONE 7682 C,12580,101,134,183
PANTONE 7683 C,12581,64,109,170
PANTONE 7684 C,12582,51,93,156
PANTONE 7685 C,12583,41,86,153
PANTONE 7686 C,12584,19,80,145
PANTONE 7687 C,12585,25,67,142
PANTONE 7688 C,12586,64,152,201
PANTONE 7689 C,12587,38,145,195
PANTONE 7690 C,12588,0,118,169
PANTONE 7691 C,12589,0,98,152
PANTONE 7692 C,12590,0,86,136
PANTONE 7693 C,12591,0,73,120
PANTONE 7694 C,12592,0,66,106
PANTONE 7695 C,12593,122,168,189
PANTONE 7696 C,12594,100,153,174
PANTONE 7697 C,12595,77,135,160
PANTONE 7698 C,12596,64,116,142
PANTONE 7699 C,12597,49,103,131
PANTONE 7700 C,12598,17,92,124
PANTONE 7701 C,12599,0,87,119
PANTONE 7702 C,12600,70,168,197
PANTONE 7703 C,12601,0,156,189
PANTONE 7704 C,12602,0,133,172
PANTONE 7705 C,12603,0,111,149
PANTONE 7706 C,12604,0,106,144
PANTONE 7707 C,12605,2,98,126
PANTONE 7708 C,12606,0,86,110
PANTONE 7709 C,12607,98,179,188
PANTONE 7710 C,12608,0,167,182
PANTONE 7711 C,12609,3,152,169
PANTONE 7712 C,12610,0,132,156
PANTONE 7713 C,12611,0,127,140
PANTONE 7714 C,12612,2,119,129
PANTONE 7715 C,12613,0,100,108
PANTONE 7716 C,12614,0,151,143
PANTONE 7717 C,12615,0,134,126
PANTONE 7718 C,12616,0,120,117
PANTONE 7719 C,12617,0,110,106
PANTONE 7720 C,12618,0,99,91
PANTONE 7721 C,12619,0,93,94
PANTONE 7722 C,12620,0,83,82
PANTONE 7723 C,12621,80,166,134
PANTONE 7724 C,12622,0,151,109
PANTONE 7725 C,12623,0,134,84
PANTONE 7726 C,12624,0,123,76
PANTONE 7727 C,12625,0,112,70
PANTONE 7728 C,12626,0,103,68
PANTONE 7729 C,12627,0,89,69
PANTONE 7730 C,12628,73,149,97
PANTONE 7731 C,12629,34,136,73
PANTONE 7732 C,12630,0,123,65
PANTONE 7733 C,12631,0,112,65
PANTONE 7734 C,12632,37,98,66
PANTONE 7735 C,12633,53,88,60
PANTONE 7736 C,12634,54,84,66
PANTONE 7737 C,12635,105,165,58
PANTONE 7738 C,12636,72,163,66
PANTONE 7739 C,12637,48,156,69
PANTONE 7740 C,12638,57,143,63
PANTONE 7741 C,12639,65,136,65
PANTONE 7742 C,12640,73,120,63
PANTONE 7743 C,12641,68,106,62
PANTONE 7744 C,12642,184,188,23
PANTONE 7745 C,12643,172,173,38
PANTONE 7746 C,12644,151,154,49
PANTONE 7747 C,12645,135,142,50
PANTONE 7748 C,12646,123,128,53
PANTONE 7749 C,12647,113,114,55
PANTONE 7750 C,12648,99,102,55
PANTONE 7751 C,12649,201,181,75
PANTONE 7752 C,12650,205,177,37
PANTONE 7753 C,12651,190,160,31
PANTONE 7754 C,12652,158,134,43
PANTONE 7755 C,12653,134,118,47
PANTONE 7756 C,12654,112,101,52
PANTONE 7757 C,12655,103,94,53
PANTONE 7758 C,12656,210,194,9
PANTONE 7759 C,12657,195,177,0
PANTONE 7760 C,12658,144,132,44
PANTONE 7761 C,12659,116,113,57
PANTONE 7762 C,12660,92,100,58
PANTONE 7763 C,12661,88,92,60
PANTONE 7764 C,12662,82,84,53
PANTONE 7765 C,12663,187,179,38
PANTONE 7766 C,12664,180,171,32
PANTONE 7767 C,12665,169,156,45
PANTONE 7768 C,12666,142,125,53
PANTONE 7769 C,12667,111,98,54
PANTONE 7770 C,12668,98,89,57
PANTONE 7771 C,12669,77,73,52
PANTONE 8001 C,12670,139,139,139
PANTONE 8002 C,12671,138,130,123
PANTONE 8003 C,12672,138,127,117
PANTONE 8004 C,12673,135,122,104
PANTONE 8005 C,12674,134,116,94
PANTONE 8006 C,12675,134,112,86
PANTONE 801 C,12676,0,155,205
PANTONE 802 C,12677,67,215,48
PANTONE 8020 C,12678,153,136,122
PANTONE 8021 C,12679,160,130,115
PANTONE 8022 C,12680,168,117,89
PANTONE 8023 C,12681,169,101,67
PANTONE 8024 C,12682,171,91,47
PANTONE 8025 C,12683,165,82,36
PANTONE 803 C,12684,254,233,7
PANTONE 804 C,12685,254,170,80
PANTONE 8040 C,12686,148,144,141
PANTONE 8041 C,12687,154,132,125
PANTONE 8042 C,12688,157,124,113
PANTONE 8043 C,12689,163,111,98
PANTONE 8044 C,12690,163,95,73
PANTONE 8045 C,12691,160,89,64
PANTONE 805 C,12692,253,115,119
PANTONE 806 C,12693,252,64,181
PANTONE 8060 C,12694,152,135,145
PANTONE 8061 C,12695,155,123,132
PANTONE 8062 C,12696,158,110,123
PANTONE 8063 C,12697,163,96,109
PANTONE 8064 C,12698,159,91,99
PANTONE 8065 C,12699,156,85,86
PANTONE 807 C,12700,233,40,193
PANTONE 808 C,12701,0,182,151
PANTONE 8080 C,12702,148,135,150
PANTONE 8081 C,12703,154,114,144
PANTONE 8082 C,12704,155,98,138
PANTONE 8083 C,12705,158,78,133
PANTONE 8084 C,12706,164,59,117
PANTONE 8085 C,12707,161,46,100
PANTONE 809 C,12708,226,231,45
PANTONE 810 C,12709,254,213,54
PANTONE 8100 C,12710,146,125,151
PANTONE 8101 C,12711,146,110,148
PANTONE 8102 C,12712,147,97,147
PANTONE 8103 C,12713,144,77,142
PANTONE 8104 C,12714,148,56,124
PANTONE 8105 C,12715,143,46,107
PANTONE 811 C,12716,252,143,109
PANTONE 812 C,12717,254,97,164
PANTONE 8120 C,12718,143,137,153
PANTONE 8121 C,12719,142,126,153
PANTONE 8122 C,12720,137,109,148
PANTONE 8123 C,12721,136,90,147
PANTONE 8124 C,12722,139,77,133
PANTONE 8125 C,12723,133,69,119
PANTONE 813 C,12724,250,72,196
PANTONE 814 C,12725,137,107,214
PANTONE 8140 C,12726,135,125,152
PANTONE 8141 C,12727,126,113,150
PANTONE 8142 C,12728,121,96,154
PANTONE 8143 C,12729,114,79,151
PANTONE 8144 C,12730,115,78,130
PANTONE 8145 C,12731,110,70,119
PANTONE 8160 C,12732,138,139,153
PANTONE 8161 C,12733,125,128,153
PANTONE 8162 C,12734,103,99,154
PANTONE 8163 C,12735,94,86,157
PANTONE 8164 C,12736,89,75,146
PANTONE 8165 C,12737,85,67,137
PANTONE 8180 C,12738,132,144,154
PANTONE 8181 C,12739,104,130,159
PANTONE 8182 C,12740,80,114,158
PANTONE 8183 C,12741,56,98,161
PANTONE 8184 C,12742,35,90,149
PANTONE 8185 C,12743,35,77,131
PANTONE 8200 C,12744,118,144,157
PANTONE 8201 C,12745,103,137,155
PANTONE 8202 C,12746,81,131,160
PANTONE 8203 C,12747,44,122,162
PANTONE 8204 C,12748,56,117,140
PANTONE 8205 C,12749,52,109,129
PANTONE 8220 C,12750,114,142,154
PANTONE 8221 C,12751,97,138,157
PANTONE 8222 C,12752,71,136,160
PANTONE 8223 C,12753,32,130,161
PANTONE 8224 C,12754,0,118,142
PANTONE 8225 C,12755,0,107,126
PANTONE 8240 C,12756,132,147,151
PANTONE 8241 C,12757,100,141,151
PANTONE 8242 C,12758,79,141,155
PANTONE 8243 C,12759,42,136,156
PANTONE 8244 C,12760,56,127,133
PANTONE 8245 C,12761,52,123,122
PANTONE 8260 C,12762,120,144,148
PANTONE 8261 C,12763,103,141,146
PANTONE 8262 C,12764,79,136,140
PANTONE 8263 C,12765,45,132,133
PANTONE 8264 C,12766,38,121,118
PANTONE 8265 C,12767,19,109,99
PANTONE 8280 C,12768,125,150,149
PANTONE 8281 C,12769,112,149,147
PANTONE 8282 C,12770,91,150,146
PANTONE 8283 C,12771,61,151,141
PANTONE 8284 C,12772,82,143,125
PANTONE 8285 C,12773,73,139,113
PANTONE 8300 C,12774,130,152,141
PANTONE 8301 C,12775,116,150,133
PANTONE 8302 C,12776,102,150,124
PANTONE 8303 C,12777,84,150,113
PANTONE 8304 C,12778,95,142,104
PANTONE 8305 C,12779,87,132,89
PANTONE 8320 C,12780,139,150,143
PANTONE 8321 C,12781,128,151,119
PANTONE 8322 C,12782,122,153,108
PANTONE 8323 C,12783,108,154,92
PANTONE 8324 C,12784,117,149,87
PANTONE 8325 C,12785,112,140,74
PANTONE 8340 C,12786,143,150,126
PANTONE 8341 C,12787,139,152,113
PANTONE 8342 C,12788,141,156,97
PANTONE 8343 C,12789,134,155,79
PANTONE 8344 C,12790,133,149,55
PANTONE 8345 C,12791,133,143,37
PANTONE 8360 C,12792,147,153,123
PANTONE 8361 C,12793,150,153,105
PANTONE 8362 C,12794,156,155,88
PANTONE 8363 C,12795,164,157,67
PANTONE 8364 C,12796,160,148,66
PANTONE 8365 C,12797,159,141,52
PANTONE 8380 C,12798,148,148,135
PANTONE 8381 C,12799,149,145,120
PANTONE 8382 C,12800,155,144,106
PANTONE 8383 C,12801,163,142,93
PANTONE 8384 C,12802,165,131,63
PANTONE 8385 C,12803,163,124,52
PANTONE 8400 C,12804,134,134,134
PANTONE 8401 C,12805,125,127,125
PANTONE 8402 C,12806,111,111,111
PANTONE 8403 C,12807,95,94,93
PANTONE 8404 C,12808,83,79,75
PANTONE 8405 C,12809,76,69,65
PANTONE 8420 C,12810,143,141,144
PANTONE 8421 C,12811,130,129,131
PANTONE 8422 C,12812,116,113,112
PANTONE 8423 C,12813,101,96,95
PANTONE 8424 C,12814,99,84,81
PANTONE 8425 C,12815,92,76,71
PANTONE 8440 C,12816,152,132,134
PANTONE 8441 C,12817,158,123,122
PANTONE 8442 C,12818,163,109,111
PANTONE 8443 C,12819,169,99,97
PANTONE 8444 C,12820,172,84,75
PANTONE 8445 C,12821,171,76,66
PANTONE 8460 C,12822,141,138,145
